locationtext,detectorid,starttime,volume,speed,length
Foster NB,1361,2011-09-22 02:38:20,0,,1.6
Foster NB,1361,2011-09-22 02:38:40,0,,1.6
Foster NB,1361,2011-09-22 02:39:00,0,,1.6
Foster NB,1361,2011-09-22 02:39:20,1,26,1.6
Foster NB,1361,2011-09-22 02:39:40,0,,1.6
Foster NB,1361,2011-09-22 02:40:00,0,,1.6
Foster NB,1361,2011-09-22 02:40:20,0,,1.6
Foster NB,1361,2011-09-22 02:40:40,1,50,1.6
Foster NB,1361,2011-09-22 02:41:00,0,,1.6
Foster NB,1361,2011-09-22 02:41:20,0,,1.6
Foster NB,1361,2011-09-22 02:41:40,1,64,1.6
Foster NB,1361,2011-09-22 02:42:00,0,,1.6
Foster NB,1361,2011-09-22 02:42:20,1,64,1.6
Foster NB,1361,2011-09-22 02:42:40,1,64,1.6
Foster NB,1361,2011-09-22 02:43:00,0,,1.6
Foster NB,1361,2011-09-22 02:43:20,0,,1.6
Foster NB,1361,2011-09-22 02:43:40,0,,1.6
Foster NB,1361,2011-09-22 02:44:00,1,64,1.6
Foster NB,1361,2011-09-22 02:44:20,0,,1.6
Foster NB,1361,2011-09-22 02:44:40,0,,1.6
Foster NB,1361,2011-09-22 02:45:00,0,,1.6
Foster NB,1361,2011-09-22 02:45:20,0,,1.6
Foster NB,1361,2011-09-22 02:45:40,0,,1.6
Foster NB,1361,2011-09-22 02:46:00,0,,1.6
Foster NB,1361,2011-09-22 02:46:20,0,,1.6
Foster NB,1361,2011-09-22 02:46:40,0,,1.6
Foster NB,1361,2011-09-22 02:47:00,0,,1.6
Foster NB,1361,2011-09-22 02:47:20,0,,1.6
Foster NB,1361,2011-09-22 02:47:40,0,,1.6
Foster NB,1361,2011-09-22 02:48:00,0,,1.6
Foster NB,1361,2011-09-22 02:48:20,0,,1.6
Foster NB,1361,2011-09-22 02:48:40,0,,1.6
Foster NB,1361,2011-09-22 02:49:00,0,,1.6
Foster NB,1361,2011-09-22 02:49:20,0,,1.6
Foster NB,1361,2011-09-22 02:49:40,0,,1.6
Foster NB,1361,2011-09-22 02:50:00,1,68,1.6
Foster NB,1361,2011-09-22 02:50:20,0,,1.6
Foster NB,1361,2011-09-22 02:50:40,0,,1.6
Foster NB,1361,2011-09-22 02:51:00,0,,1.6
Foster NB,1361,2011-09-22 02:51:20,0,,1.6
Foster NB,1361,2011-09-22 02:51:40,0,,1.6
Foster NB,1361,2011-09-22 02:52:00,0,,1.6
Foster NB,1361,2011-09-22 02:52:20,0,,1.6
Foster NB,1361,2011-09-22 02:52:40,0,,1.6
Foster NB,1361,2011-09-22 02:53:00,0,,1.6
Foster NB,1361,2011-09-22 02:53:20,0,,1.6
Foster NB,1361,2011-09-22 02:53:40,0,,1.6
Foster NB,1361,2011-09-22 02:54:00,0,,1.6
Foster NB,1361,2011-09-22 02:54:20,0,,1.6
Foster NB,1361,2011-09-22 02:54:40,0,,1.6
Foster NB,1361,2011-09-22 02:55:00,0,,1.6
Foster NB,1361,2011-09-22 02:55:20,0,,1.6
Foster NB,1361,2011-09-22 02:55:40,0,,1.6
Foster NB,1361,2011-09-22 02:56:00,0,,1.6
Foster NB,1361,2011-09-22 02:56:20,0,,1.6
Foster NB,1361,2011-09-22 02:56:40,0,,1.6
Foster NB,1361,2011-09-22 02:57:00,0,,1.6
Foster NB,1361,2011-09-22 02:57:20,0,,1.6
Foster NB,1361,2011-09-22 02:57:40,0,,1.6
Foster NB,1361,2011-09-22 02:58:00,0,,1.6
Foster NB,1361,2011-09-22 02:58:20,0,,1.6
Foster NB,1361,2011-09-22 02:58:40,0,,1.6
Foster NB,1361,2011-09-22 02:59:00,0,,1.6
Foster NB,1361,2011-09-22 02:59:20,1,67,1.6
Foster NB,1361,2011-09-22 02:59:40,0,,1.6
Foster NB,1361,2011-09-22 03:00:00,2,64,1.6
Foster NB,1361,2011-09-22 03:00:20,0,,1.6
Foster NB,1361,2011-09-22 03:00:40,0,,1.6
Foster NB,1361,2011-09-22 03:01:00,0,,1.6
Foster NB,1361,2011-09-22 03:01:20,0,,1.6
Foster NB,1361,2011-09-22 03:01:40,0,,1.6
Foster NB,1361,2011-09-22 03:02:00,0,,1.6
Foster NB,1361,2011-09-22 03:02:20,0,,1.6
Foster NB,1361,2011-09-22 03:02:40,0,,1.6
Foster NB,1361,2011-09-22 03:03:00,0,,1.6
Foster NB,1361,2011-09-22 03:03:20,0,,1.6
Foster NB,1361,2011-09-22 03:03:40,0,,1.6
Foster NB,1361,2011-09-22 03:04:00,0,,1.6
Foster NB,1361,2011-09-22 03:04:20,0,,1.6
Foster NB,1361,2011-09-22 03:04:40,0,,1.6
Foster NB,1361,2011-09-22 03:05:00,0,,1.6
Foster NB,1361,2011-09-22 03:05:20,0,,1.6
Foster NB,1361,2011-09-22 03:05:40,0,,1.6
Foster NB,1361,2011-09-22 03:06:00,0,,1.6
Foster NB,1361,2011-09-22 03:06:20,0,,1.6
Foster NB,1361,2011-09-22 03:06:40,1,51,1.6
Foster NB,1361,2011-09-22 03:07:00,0,,1.6
Foster NB,1361,2011-09-22 03:07:20,0,,1.6
Foster NB,1361,2011-09-22 03:07:40,0,,1.6
Foster NB,1361,2011-09-22 03:08:00,0,,1.6
Foster NB,1361,2011-09-22 03:08:20,0,,1.6
Foster NB,1361,2011-09-22 03:08:40,0,,1.6
Foster NB,1361,2011-09-22 03:09:00,1,68,1.6
Foster NB,1361,2011-09-22 03:09:20,0,,1.6
Foster NB,1361,2011-09-22 03:09:40,0,,1.6
Foster NB,1361,2011-09-22 03:10:00,0,,1.6
Foster NB,1361,2011-09-22 03:10:20,0,,1.6
Foster NB,1361,2011-09-22 03:10:40,0,,1.6
Foster NB,1361,2011-09-22 03:11:00,0,,1.6
Foster NB,1361,2011-09-22 03:11:20,0,,1.6
Foster NB,1361,2011-09-22 03:11:40,0,,1.6
Foster NB,1361,2011-09-22 03:12:00,0,,1.6
Foster NB,1361,2011-09-22 03:12:20,0,,1.6
Foster NB,1361,2011-09-22 03:12:40,0,,1.6
Foster NB,1361,2011-09-22 03:13:00,0,,1.6
Foster NB,1361,2011-09-22 03:13:20,0,,1.6
Foster NB,1361,2011-09-22 03:13:40,1,67,1.6
Foster NB,1361,2011-09-22 03:14:00,0,,1.6
Foster NB,1361,2011-09-22 03:14:20,0,,1.6
Foster NB,1361,2011-09-22 03:14:40,0,,1.6
Foster NB,1361,2011-09-22 03:15:00,0,,1.6
Foster NB,1361,2011-09-22 03:15:20,0,,1.6
Foster NB,1361,2011-09-22 03:15:40,0,,1.6
Foster NB,1361,2011-09-22 03:16:00,0,,1.6
Foster NB,1361,2011-09-22 03:16:20,0,,1.6
Foster NB,1361,2011-09-22 03:16:40,0,,1.6
Foster NB,1361,2011-09-22 03:17:00,0,,1.6
Foster NB,1361,2011-09-22 03:17:20,0,,1.6
Foster NB,1361,2011-09-22 03:17:40,0,,1.6
Foster NB,1361,2011-09-22 03:18:00,2,80,1.6
Foster NB,1361,2011-09-22 03:18:20,0,,1.6
Foster NB,1361,2011-09-22 03:18:40,1,50,1.6
Foster NB,1361,2011-09-22 03:19:00,0,,1.6
Foster NB,1361,2011-09-22 03:19:20,0,,1.6
Foster NB,1361,2011-09-22 03:19:40,1,50,1.6
Foster NB,1361,2011-09-22 03:20:00,2,67,1.6
Foster NB,1361,2011-09-22 03:20:20,0,,1.6
Foster NB,1361,2011-09-22 03:20:40,0,,1.6
Foster NB,1361,2011-09-22 03:21:00,0,,1.6
Foster NB,1361,2011-09-22 03:21:20,0,,1.6
Foster NB,1361,2011-09-22 03:21:40,0,,1.6
Foster NB,1361,2011-09-22 03:22:00,0,,1.6
Foster NB,1361,2011-09-22 03:22:20,0,,1.6
Foster NB,1361,2011-09-22 03:22:40,0,,1.6
Foster NB,1361,2011-09-22 03:23:00,0,,1.6
Foster NB,1361,2011-09-22 03:23:20,0,,1.6
Foster NB,1361,2011-09-22 03:23:40,1,49,1.6
Foster NB,1361,2011-09-22 03:24:00,0,,1.6
Foster NB,1361,2011-09-22 03:24:20,0,,1.6
Foster NB,1361,2011-09-22 03:24:40,0,,1.6
Foster NB,1361,2011-09-22 03:25:00,0,,1.6
Foster NB,1361,2011-09-22 03:25:20,0,,1.6
Foster NB,1361,2011-09-22 03:25:40,0,,1.6
Foster NB,1361,2011-09-22 03:26:00,0,,1.6
Foster NB,1361,2011-09-22 03:26:20,0,,1.6
Foster NB,1361,2011-09-22 03:26:40,2,85,1.6
Foster NB,1361,2011-09-22 03:27:00,0,,1.6
Foster NB,1361,2011-09-22 03:27:20,1,64,1.6
Foster NB,1361,2011-09-22 03:27:40,0,,1.6
Foster NB,1361,2011-09-22 03:28:00,1,64,1.6
Foster NB,1361,2011-09-22 03:28:20,0,,1.6
Foster NB,1361,2011-09-22 03:28:40,2,57,1.6
Foster NB,1361,2011-09-22 03:29:00,,,1.6
Foster NB,1361,2011-09-22 03:29:20,0,,1.6
Foster NB,1361,2011-09-22 03:29:40,0,,1.6
Foster NB,1361,2011-09-22 03:30:00,0,,1.6
Foster NB,1361,2011-09-22 03:30:20,1,69,1.6
Foster NB,1361,2011-09-22 03:30:40,1,47,1.6
Foster NB,1361,2011-09-22 03:31:00,0,,1.6
Foster NB,1361,2011-09-22 03:31:20,1,26,1.6
Foster NB,1361,2011-09-22 03:31:40,1,67,1.6
Foster NB,1361,2011-09-22 03:32:00,0,,1.6
Foster NB,1361,2011-09-22 03:32:20,1,68,1.6
Foster NB,1361,2011-09-22 03:32:40,0,,1.6
Foster NB,1361,2011-09-22 03:33:00,0,,1.6
Foster NB,1361,2011-09-22 03:33:20,0,,1.6
Foster NB,1361,2011-09-22 03:33:40,2,67,1.6
Foster NB,1361,2011-09-22 03:34:00,0,,1.6
Foster NB,1361,2011-09-22 03:34:20,0,,1.6
Foster NB,1361,2011-09-22 03:34:40,0,,1.6
Foster NB,1361,2011-09-22 03:35:00,1,54,1.6
Foster NB,1361,2011-09-22 03:35:20,0,,1.6
Foster NB,1361,2011-09-22 03:35:40,0,,1.6
Foster NB,1361,2011-09-22 03:36:00,0,,1.6
Foster NB,1361,2011-09-22 03:36:20,0,,1.6
Foster NB,1361,2011-09-22 03:36:40,0,,1.6
Foster NB,1361,2011-09-22 03:37:00,2,68,1.6
Foster NB,1361,2011-09-22 03:37:20,0,,1.6
Foster NB,1361,2011-09-22 03:37:40,0,,1.6
Foster NB,1361,2011-09-22 03:38:00,0,,1.6
Foster NB,1361,2011-09-22 03:38:20,0,,1.6
Foster NB,1361,2011-09-22 03:38:40,2,67,1.6
Foster NB,1361,2011-09-22 03:39:00,2,68,1.6
Foster NB,1361,2011-09-22 03:39:20,0,,1.6
Foster NB,1361,2011-09-22 03:39:40,3,67,1.6
Foster NB,1361,2011-09-22 03:40:00,0,,1.6
Foster NB,1361,2011-09-22 03:40:20,0,,1.6
Foster NB,1361,2011-09-22 03:40:40,1,50,1.6
Foster NB,1361,2011-09-22 03:41:00,0,,1.6
Foster NB,1361,2011-09-22 03:41:20,0,,1.6
Foster NB,1361,2011-09-22 03:41:40,0,,1.6
Foster NB,1361,2011-09-22 03:42:00,0,,1.6
Foster NB,1361,2011-09-22 03:42:20,2,51,1.6
Foster NB,1361,2011-09-22 03:42:40,0,,1.6
Foster NB,1361,2011-09-22 03:43:00,0,,1.6
Foster NB,1361,2011-09-22 03:43:20,2,66,1.6
Foster NB,1361,2011-09-22 03:43:40,0,,1.6
Foster NB,1361,2011-09-22 03:44:00,0,,1.6
Foster NB,1361,2011-09-22 03:44:20,0,,1.6
Foster NB,1361,2011-09-22 03:44:40,0,,1.6
Foster NB,1361,2011-09-22 03:45:00,0,,1.6
Foster NB,1361,2011-09-22 03:45:20,0,,1.6
Foster NB,1361,2011-09-22 03:45:40,1,61,1.6
Foster NB,1361,2011-09-22 03:46:00,1,67,1.6
Foster NB,1361,2011-09-22 03:46:20,0,,1.6
Foster NB,1361,2011-09-22 03:46:40,0,,1.6
Foster NB,1361,2011-09-22 03:47:00,0,,1.6
Foster NB,1361,2011-09-22 03:47:20,1,68,1.6
Foster NB,1361,2011-09-22 03:47:40,1,54,1.6
Foster NB,1361,2011-09-22 03:48:00,0,,1.6
Foster NB,1361,2011-09-22 03:48:20,0,,1.6
Foster NB,1361,2011-09-22 03:48:40,1,94,1.6
Foster NB,1361,2011-09-22 03:49:00,1,103,1.6
Foster NB,1361,2011-09-22 03:49:20,0,,1.6
Foster NB,1361,2011-09-22 03:49:40,1,64,1.6
Foster NB,1361,2011-09-22 03:50:00,0,,1.6
Foster NB,1361,2011-09-22 03:50:20,0,,1.6
Foster NB,1361,2011-09-22 03:50:40,0,,1.6
Foster NB,1361,2011-09-22 03:51:00,0,,1.6
Foster NB,1361,2011-09-22 03:51:20,0,,1.6
Foster NB,1361,2011-09-22 03:51:40,1,64,1.6
Foster NB,1361,2011-09-22 03:52:00,0,,1.6
Foster NB,1361,2011-09-22 03:52:20,1,67,1.6
Foster NB,1361,2011-09-22 03:52:40,0,,1.6
Foster NB,1361,2011-09-22 03:53:00,0,,1.6
Foster NB,1361,2011-09-22 03:53:20,2,81,1.6
Foster NB,1361,2011-09-22 03:53:40,1,68,1.6
Foster NB,1361,2011-09-22 03:54:00,1,50,1.6
Foster NB,1361,2011-09-22 03:54:20,0,,1.6
Foster NB,1361,2011-09-22 03:54:40,0,,1.6
Foster NB,1361,2011-09-22 03:55:00,0,,1.6
Foster NB,1361,2011-09-22 03:55:20,0,,1.6
Foster NB,1361,2011-09-22 03:55:40,0,,1.6
Foster NB,1361,2011-09-22 03:56:00,0,,1.6
Foster NB,1361,2011-09-22 03:56:20,0,,1.6
Foster NB,1361,2011-09-22 03:56:40,0,,1.6
Foster NB,1361,2011-09-22 03:57:00,0,,1.6
Foster NB,1361,2011-09-22 03:57:20,0,,1.6
Foster NB,1361,2011-09-22 03:57:40,0,,1.6
Foster NB,1361,2011-09-22 03:58:00,1,50,1.6
Foster NB,1361,2011-09-22 03:58:20,2,64,1.6
Foster NB,1361,2011-09-22 03:58:40,0,,1.6
Foster NB,1361,2011-09-22 03:59:00,0,,1.6
Foster NB,1361,2011-09-22 03:59:20,0,,1.6
Foster NB,1361,2011-09-22 03:59:40,0,,1.6
Foster NB,1361,2011-09-22 04:00:00,1,67,1.6
Foster NB,1361,2011-09-22 04:00:20,0,,1.6
Foster NB,1361,2011-09-22 04:00:40,,,1.6
Foster NB,1361,2011-09-22 04:01:00,0,,1.6
Foster NB,1361,2011-09-22 04:01:20,1,68,1.6
Foster NB,1361,2011-09-22 04:01:40,0,,1.6
Foster NB,1361,2011-09-22 04:02:00,1,68,1.6
Foster NB,1361,2011-09-22 04:02:20,0,,1.6
Foster NB,1361,2011-09-22 04:02:40,0,,1.6
Foster NB,1361,2011-09-22 04:03:00,1,69,1.6
Foster NB,1361,2011-09-22 04:03:20,0,,1.6
Foster NB,1361,2011-09-22 04:03:40,1,68,1.6
Foster NB,1361,2011-09-22 04:04:00,0,,1.6
Foster NB,1361,2011-09-22 04:04:20,1,68,1.6
Foster NB,1361,2011-09-22 04:04:40,0,,1.6
Foster NB,1361,2011-09-22 04:05:00,0,,1.6
Foster NB,1361,2011-09-22 04:05:20,1,63,1.6
Foster NB,1361,2011-09-22 04:05:40,0,,1.6
Foster NB,1361,2011-09-22 04:06:00,4,53,1.6
Foster NB,1361,2011-09-22 04:06:20,0,,1.6
Foster NB,1361,2011-09-22 04:06:40,1,68,1.6
Foster NB,1361,2011-09-22 04:07:00,1,50,1.6
Foster NB,1361,2011-09-22 04:07:20,1,64,1.6
Foster NB,1361,2011-09-22 04:07:40,0,,1.6
Foster NB,1361,2011-09-22 04:08:00,1,67,1.6
Foster NB,1361,2011-09-22 04:08:20,1,68,1.6
Foster NB,1361,2011-09-22 04:08:40,0,,1.6
Foster NB,1361,2011-09-22 04:09:00,3,67,1.6
Foster NB,1361,2011-09-22 04:09:20,0,,1.6
Foster NB,1361,2011-09-22 04:09:40,2,66,1.6
Foster NB,1361,2011-09-22 04:10:00,2,59,1.6
Foster NB,1361,2011-09-22 04:10:20,2,67,1.6
Foster NB,1361,2011-09-22 04:10:40,1,67,1.6
Foster NB,1361,2011-09-22 04:11:00,,,1.6
Foster NB,1361,2011-09-22 04:11:20,1,26,1.6
Foster NB,1361,2011-09-22 04:11:40,1,68,1.6
Foster NB,1361,2011-09-22 04:12:00,1,43,1.6
Foster NB,1361,2011-09-22 04:12:20,0,,1.6
Foster NB,1361,2011-09-22 04:12:40,2,67,1.6
Foster NB,1361,2011-09-22 04:13:00,0,,1.6
Foster NB,1361,2011-09-22 04:13:20,0,,1.6
Foster NB,1361,2011-09-22 04:13:40,1,0,1.6
Foster NB,1361,2011-09-22 04:14:00,1,0,1.6
Foster NB,1361,2011-09-22 04:14:20,0,,1.6
Foster NB,1361,2011-09-22 04:14:40,1,64,1.6
Foster NB,1361,2011-09-22 04:15:00,1,63,1.6
Foster NB,1361,2011-09-22 04:15:20,0,,1.6
Foster NB,1361,2011-09-22 04:15:40,1,26,1.6
Foster NB,1361,2011-09-22 04:16:00,1,64,1.6
Foster NB,1361,2011-09-22 04:16:20,0,,1.6
Foster NB,1361,2011-09-22 04:16:40,0,,1.6
Foster NB,1361,2011-09-22 04:17:00,2,57,1.6
Foster NB,1361,2011-09-22 04:17:20,1,68,1.6
Foster NB,1361,2011-09-22 04:17:40,0,,1.6
Foster NB,1361,2011-09-22 04:18:00,2,65,1.6
Foster NB,1361,2011-09-22 04:18:20,2,73,1.6
Foster NB,1361,2011-09-22 04:18:40,1,0,1.6
Foster NB,1361,2011-09-22 04:19:00,0,,1.6
Foster NB,1361,2011-09-22 04:19:20,1,67,1.6
Foster NB,1361,2011-09-22 04:19:40,1,67,1.6
Foster NB,1361,2011-09-22 04:20:00,2,67,1.6
Foster NB,1361,2011-09-22 04:20:20,0,,1.6
Foster NB,1361,2011-09-22 04:20:40,0,,1.6
Foster NB,1361,2011-09-22 04:21:00,0,,1.6
Foster NB,1361,2011-09-22 04:21:20,2,65,1.6
Foster NB,1361,2011-09-22 04:21:40,3,66,1.6
Foster NB,1361,2011-09-22 04:22:00,3,63,1.6
Foster NB,1361,2011-09-22 04:22:20,1,68,1.6
Foster NB,1361,2011-09-22 04:22:40,2,79,1.6
Foster NB,1361,2011-09-22 04:23:00,0,,1.6
Foster NB,1361,2011-09-22 04:23:20,1,67,1.6
Foster NB,1361,2011-09-22 04:23:40,3,74,1.6
Foster NB,1361,2011-09-22 04:24:00,2,58,1.6
Foster NB,1361,2011-09-22 04:24:20,0,,1.6
Foster NB,1361,2011-09-22 04:24:40,1,64,1.6
Foster NB,1361,2011-09-22 04:25:00,2,67,1.6
Foster NB,1361,2011-09-22 04:25:20,2,65,1.6
Foster NB,1361,2011-09-22 04:25:40,0,,1.6
Foster NB,1361,2011-09-22 04:26:00,2,57,1.6
Foster NB,1361,2011-09-22 04:26:20,0,,1.6
Foster NB,1361,2011-09-22 04:26:40,0,,1.6
Foster NB,1361,2011-09-22 04:27:00,1,67,1.6
Foster NB,1361,2011-09-22 04:27:20,1,26,1.6
Foster NB,1361,2011-09-22 04:27:40,0,,1.6
Foster NB,1361,2011-09-22 04:28:00,1,67,1.6
Foster NB,1361,2011-09-22 04:28:20,1,68,1.6
Foster NB,1361,2011-09-22 04:28:40,2,72,1.6
Foster NB,1361,2011-09-22 04:29:00,1,68,1.6
Foster NB,1361,2011-09-22 04:29:20,0,,1.6
Foster NB,1361,2011-09-22 04:29:40,3,60,1.6
Foster NB,1361,2011-09-22 04:30:00,0,,1.6
Foster NB,1361,2011-09-22 04:30:20,1,67,1.6
Foster NB,1361,2011-09-22 04:30:40,3,59,1.6
Foster NB,1361,2011-09-22 04:31:00,2,46,1.6
Foster NB,1361,2011-09-22 04:31:20,0,,1.6
Foster NB,1361,2011-09-22 04:31:40,0,,1.6
Foster NB,1361,2011-09-22 04:32:00,3,68,1.6
Foster NB,1361,2011-09-22 04:32:20,1,0,1.6
Foster NB,1361,2011-09-22 04:32:40,1,68,1.6
Foster NB,1361,2011-09-22 04:33:00,0,,1.6
Foster NB,1361,2011-09-22 04:33:20,0,,1.6
Foster NB,1361,2011-09-22 04:33:40,2,78,1.6
Foster NB,1361,2011-09-22 04:34:00,1,67,1.6
Foster NB,1361,2011-09-22 04:34:20,1,64,1.6
Foster NB,1361,2011-09-22 04:34:40,2,84,1.6
Foster NB,1361,2011-09-22 04:35:00,3,77,1.6
Foster NB,1361,2011-09-22 04:35:20,1,64,1.6
Foster NB,1361,2011-09-22 04:35:40,2,68,1.6
Foster NB,1361,2011-09-22 04:36:00,1,67,1.6
Foster NB,1361,2011-09-22 04:36:20,2,64,1.6
Foster NB,1361,2011-09-22 04:36:40,2,68,1.6
Foster NB,1361,2011-09-22 04:37:00,0,,1.6
Foster NB,1361,2011-09-22 04:37:20,1,68,1.6
Foster NB,1361,2011-09-22 04:37:40,0,,1.6
Foster NB,1361,2011-09-22 04:38:00,1,67,1.6
Foster NB,1361,2011-09-22 04:38:20,1,50,1.6
Foster NB,1361,2011-09-22 04:38:40,2,65,1.6
Foster NB,1361,2011-09-22 04:39:00,2,66,1.6
Foster NB,1361,2011-09-22 04:39:20,2,87,1.6
Foster NB,1361,2011-09-22 04:39:40,1,67,1.6
Foster NB,1361,2011-09-22 04:40:00,1,64,1.6
Foster NB,1361,2011-09-22 04:40:20,2,58,1.6
Foster NB,1361,2011-09-22 04:40:40,2,68,1.6
Foster NB,1361,2011-09-22 04:41:00,,,1.6
Foster NB,1361,2011-09-22 04:41:20,0,,1.6
Foster NB,1361,2011-09-22 04:41:40,0,,1.6
Foster NB,1361,2011-09-22 04:42:00,0,,1.6
Foster NB,1361,2011-09-22 04:42:20,6,67,1.6
Foster NB,1361,2011-09-22 04:42:40,1,67,1.6
Foster NB,1361,2011-09-22 04:43:00,2,68,1.6
Foster NB,1361,2011-09-22 04:43:20,0,,1.6
Foster NB,1361,2011-09-22 04:43:40,0,,1.6
Foster NB,1361,2011-09-22 04:44:00,0,,1.6
Foster NB,1361,2011-09-22 04:44:20,5,72,1.6
Foster NB,1361,2011-09-22 04:44:40,3,67,1.6
Foster NB,1361,2011-09-22 04:45:00,2,68,1.6
Foster NB,1361,2011-09-22 04:45:20,0,,1.6
Foster NB,1361,2011-09-22 04:45:40,0,,1.6
Foster NB,1361,2011-09-22 04:46:00,2,65,1.6
Foster NB,1361,2011-09-22 04:46:20,0,,1.6
Foster NB,1361,2011-09-22 04:46:40,0,,1.6
Foster NB,1361,2011-09-22 04:47:00,2,65,1.6
Foster NB,1361,2011-09-22 04:47:20,1,96,1.6
Foster NB,1361,2011-09-22 04:47:40,0,,1.6
Foster NB,1361,2011-09-22 04:48:00,4,56,1.6
Foster NB,1361,2011-09-22 04:48:20,0,,1.6
Foster NB,1361,2011-09-22 04:48:40,0,,1.6
Foster NB,1361,2011-09-22 04:49:00,1,68,1.6
Foster NB,1361,2011-09-22 04:49:20,3,58,1.6
Foster NB,1361,2011-09-22 04:49:40,2,64,1.6
Foster NB,1361,2011-09-22 04:50:00,2,65,1.6
Foster NB,1361,2011-09-22 04:50:20,0,,1.6
Foster NB,1361,2011-09-22 04:50:40,3,66,1.6
Foster NB,1361,2011-09-22 04:51:00,3,60,1.6
Foster NB,1361,2011-09-22 04:51:20,2,68,1.6
Foster NB,1361,2011-09-22 04:51:40,0,0,1.6
Foster NB,1361,2011-09-22 04:52:00,0,,1.6
Foster NB,1361,2011-09-22 04:52:20,1,96,1.6
Foster NB,1361,2011-09-22 04:52:40,0,,1.6
Foster NB,1361,2011-09-22 04:53:00,0,,1.6
Foster NB,1361,2011-09-22 04:53:20,1,68,1.6
Foster NB,1361,2011-09-22 04:53:40,1,64,1.6
Foster NB,1361,2011-09-22 04:54:00,2,65,1.6
Foster NB,1361,2011-09-22 04:54:20,3,79,1.6
Foster NB,1361,2011-09-22 04:54:40,1,67,1.6
Foster NB,1361,2011-09-22 04:55:00,0,,1.6
Foster NB,1361,2011-09-22 04:55:20,1,68,1.6
Foster NB,1361,2011-09-22 04:55:40,2,68,1.6
Foster NB,1361,2011-09-22 04:56:00,2,61,1.6
Foster NB,1361,2011-09-22 04:56:20,0,,1.6
Foster NB,1361,2011-09-22 04:56:40,2,66,1.6
Foster NB,1361,2011-09-22 04:57:00,1,68,1.6
Foster NB,1361,2011-09-22 04:57:20,1,51,1.6
Foster NB,1361,2011-09-22 04:57:40,0,,1.6
Foster NB,1361,2011-09-22 04:58:00,2,32,1.6
Foster NB,1361,2011-09-22 04:58:20,0,,1.6
Foster NB,1361,2011-09-22 04:58:40,2,62,1.6
Foster NB,1361,2011-09-22 04:59:00,1,96,1.6
Foster NB,1361,2011-09-22 04:59:20,0,,1.6
Foster NB,1361,2011-09-22 04:59:40,5,49,1.6
Foster NB,1361,2011-09-22 05:00:00,2,64,1.6
Foster NB,1361,2011-09-22 05:00:20,1,75,1.6
Foster NB,1361,2011-09-22 05:00:40,1,105,1.6
Foster NB,1361,2011-09-22 05:01:00,0,,1.6
Foster NB,1361,2011-09-22 05:01:20,1,68,1.6
Foster NB,1361,2011-09-22 05:01:40,0,,1.6
Foster NB,1361,2011-09-22 05:02:00,2,60,1.6
Foster NB,1361,2011-09-22 05:02:20,2,67,1.6
Foster NB,1361,2011-09-22 05:02:40,0,,1.6
Foster NB,1361,2011-09-22 05:03:00,1,64,1.6
Foster NB,1361,2011-09-22 05:03:20,2,59,1.6
Foster NB,1361,2011-09-22 05:03:40,1,64,1.6
Foster NB,1361,2011-09-22 05:04:00,0,,1.6
Foster NB,1361,2011-09-22 05:04:20,2,56,1.6
Foster NB,1361,2011-09-22 05:04:40,1,60,1.6
Foster NB,1361,2011-09-22 05:05:00,0,,1.6
Foster NB,1361,2011-09-22 05:05:20,2,67,1.6
Foster NB,1361,2011-09-22 05:05:40,0,,1.6
Foster NB,1361,2011-09-22 05:06:00,2,65,1.6
Foster NB,1361,2011-09-22 05:06:20,2,65,1.6
Foster NB,1361,2011-09-22 05:06:40,0,,1.6
Foster NB,1361,2011-09-22 05:07:00,0,,1.6
Foster NB,1361,2011-09-22 05:07:20,0,,1.6
Foster NB,1361,2011-09-22 05:07:40,3,62,1.6
Foster NB,1361,2011-09-22 05:08:00,0,,1.6
Foster NB,1361,2011-09-22 05:08:20,3,59,1.6
Foster NB,1361,2011-09-22 05:08:40,3,68,1.6
Foster NB,1361,2011-09-22 05:09:00,3,68,1.6
Foster NB,1361,2011-09-22 05:09:20,1,67,1.6
Foster NB,1361,2011-09-22 05:09:40,4,62,1.6
Foster NB,1361,2011-09-22 05:10:00,1,68,1.6
Foster NB,1361,2011-09-22 05:10:20,4,66,1.6
Foster NB,1361,2011-09-22 05:10:40,3,76,1.6
Foster NB,1361,2011-09-22 05:11:00,0,,1.6
Foster NB,1361,2011-09-22 05:11:20,,,1.6
Foster NB,1361,2011-09-22 05:11:40,1,67,1.6
Foster NB,1361,2011-09-22 05:12:00,1,26,1.6
Foster NB,1361,2011-09-22 05:12:20,0,,1.6
Foster NB,1361,2011-09-22 05:12:40,3,42,1.6
Foster NB,1361,2011-09-22 05:13:00,6,58,1.6
Foster NB,1361,2011-09-22 05:13:20,1,64,1.6
Foster NB,1361,2011-09-22 05:13:40,2,68,1.6
Foster NB,1361,2011-09-22 05:14:00,0,,1.6
Foster NB,1361,2011-09-22 05:14:20,5,60,1.6
Foster NB,1361,2011-09-22 05:14:40,1,68,1.6
Foster NB,1361,2011-09-22 05:15:00,0,,1.6
Foster NB,1361,2011-09-22 05:15:20,7,71,1.6
Foster NB,1361,2011-09-22 05:15:40,3,66,1.6
Foster NB,1361,2011-09-22 05:16:00,2,97,1.6
Foster NB,1361,2011-09-22 05:16:20,2,67,1.6
